Date,Open,High,Low,Close,Adj Close,Volume
2020/3/27,21898.4707,22327.57031,21469.26953,21636.7793,21636.7793,588830000
2020/3/30,21678.2207,22378.08984,21522.08008,22327.48047,22327.48047,545540000
2020/3/31,22208.41992,22480.36914,21852.08008,21917.16016,21917.16016,571210000
2020/4/1,21227.38086,21487.24023,20784.42969,20943.50977,20943.50977,506680000
2020/4/2,20819.46094,21477.76953,20735.01953,21413.43945,21413.43945,529540000
2020/4/3,21285.92969,21447.81055,20863.08984,21052.5293,21052.5293,450010000
2020/4/6,21693.63086,22783.44922,21693.63086,22679.99023,22679.99023,610760000
2020/4/7,23537.43945,23617.24023,22634.44922,22653.85938,22653.85938,594660000
2020/4/8,22893.4707,23513.40039,22682.99023,23433.57031,23433.57031,472740000
2020/4/9,23690.66016,24008.99023,23504.08984,23719.36914,23719.36914,566400000
2020/4/13,23698.92969,23698.92969,23095.34961,23390.76953,23390.76953,394320000
2020/4/14,23690.57031,24040.58008,23683.43945,23949.75977,23949.75977,485910000
2020/4/15,23600.7207,23649.7207,23233.32031,23504.34961,23504.34961,437630000
2020/4/16,23543.66016,23598.08008,23211.38086,23537.67969,23537.67969,471050000
2020/4/17,23817.15039,24264.21094,23817.15039,24242.49023,24242.49023,525950000
2020/4/20,24095.09961,24108.68945,23627.18945,23650.43945,23650.43945,423410000
2020/4/21,23365.25,23365.25,22941.88086,23018.88086,23018.88086,485140000
2020/4/22,23437.33984,23613.09961,23339.59961,23475.82031,23475.82031,352880000
2020/4/23,23543.08984,23885.35938,23483.34961,23515.25977,23515.25977,389290000
2020/4/24,23628.24023,23826,23417.67969,23775.26953,23775.26953,376020000
2020/4/27,23866.15039,24207.65039,23840.60938,24133.7793,24133.7793,389390000
2020/4/28,24357.16992,24512.24023,24031.19922,24101.55078,24101.55078,400250000
2020/4/29,24490.36914,24764.76953,24453.99023,24633.85938,24633.85938,455290000
2020/4/30,24585.57031,24585.57031,24186.90039,24345.7207,24345.7207,487840000
2020/5/1,24120.7793,24120.7793,23645.30078,23723.68945,23723.68945,418160000
2020/5/4,23581.55078,23769.56055,23361.16016,23749.75977,23749.75977,355360000
2020/5/5,23958.88086,24169.7207,23868.91016,23883.08984,23883.08984,369710000
2020/5/6,23978.88086,24054.58984,23661.14063,23664.64063,23664.64063,377450000
2020/5/7,23837.21094,24094.61914,23834.39063,23875.89063,23875.89063,369890000
2020/5/8,24107.82031,24349.90039,24107.05078,24331.32031,24331.32031,335760000
2020/5/11,24256.44922,24366.21094,24070.2207,24221.99023,24221.99023,352400000
2020/5/12,24292.83984,24382.08984,23761.58008,23764.7793,23764.7793,359480000
2020/5/13,23702.16016,23708.90039,23067.64063,23247.9707,23247.9707,469950000
2020/5/14,23049.06055,23630.85938,22789.61914,23625.33984,23625.33984,472700000
2020/5/15,23454.83008,23730.08008,23354.15039,23685.41992,23685.41992,491510000
2020/5/18,24059.98047,24708.53906,24059.98047,24597.36914,24597.36914,484190000
2020/5/19,24577.48047,24599.5,24202.96094,24206.85938,24206.85938,374100000
20-May-20,"24,455.94","24,649.48","24,455.94","24,575.90","24,575.90","366,510,000"
